ID,Centrally symmetric,Dimension,Degree,Zero barycentre,Zero dual barycentre,Volume,# Vertices,# Facets,Class
505,False,5,4430,False,False,32,32,10,(Not uniquely) additive
506,False,5,4678,False,False,26,26,9,(Not uniquely) additive
507,False,5,4648,False,False,34,34,10,(Not uniquely) additive
508,False,5,3396,False,False,42,42,11,Non-additive
509,False,5,2920,False,False,42,42,11,Non-additive
510,False,5,3650,False,False,36,36,10,Non-additive
511,False,5,2972,False,False,36,36,10,Non-additive
512,False,5,3846,False,False,34,34,10,(Not uniquely) additive
513,False,5,3870,False,False,32,32,10,Non-additive
514,False,5,3054,False,False,36,36,10,Non-additive
515,False,5,4166,False,False,26,26,9,Non-additive
516,False,5,3534,False,False,34,34,10,Non-additive
517,False,5,2774,False,False,42,42,11,Non-additive
518,False,5,3374,False,False,34,34,10,Non-additive
519,False,5,4810,False,False,26,26,9,(Not uniquely) additive
520,False,5,4686,False,False,26,26,9,(Not uniquely) additive
521,False,5,3260,False,False,34,34,10,Non-additive
522,False,5,3334,False,False,34,34,10,Non-additive
523,False,5,3974,False,False,26,26,9,Non-additive
524,False,5,4960,False,False,24,24,9,(Not uniquely) additive
525,False,5,3574,False,False,30,30,10,Non-additive
526,False,5,4478,False,False,24,24,9,(Not uniquely) additive
527,False,5,4668,False,False,26,26,9,(Not uniquely) additive
528,False,5,3948,False,False,26,26,9,Non-additive
529,False,5,5382,False,False,18,18,8,(Not uniquely) additive
530,False,5,4028,False,False,34,34,10,(Not uniquely) additive
531,False,5,4180,False,False,36,36,10,Non-additive
532,False,5,2830,False,False,44,44,11,Non-additive
533,False,5,4170,False,False,34,34,10,(Not uniquely) additive
534,False,5,3210,False,False,42,42,11,Non-additive
535,False,5,2986,False,False,42,42,11,Non-additive
536,False,5,4014,False,False,34,34,10,Non-additive
537,False,5,3526,False,False,34,34,10,Non-additive
538,False,5,3236,False,False,36,36,10,Non-additive
539,False,5,4352,False,False,34,34,10,(Not uniquely) additive
540,False,5,3648,False,False,34,34,10,(Not uniquely) additive
541,False,5,4892,False,False,26,26,9,(Not uniquely) additive
542,False,5,3100,False,False,42,42,11,Non-additive
543,False,5,3270,False,False,36,36,10,Non-additive
544,False,5,2490,True,True,48,48,11,Non-additive
545,False,5,3220,False,False,36,36,10,Non-additive
546,False,5,3346,False,False,34,34,10,Non-additive
547,False,5,3370,False,False,34,34,10,Non-additive
548,False,5,3794,False,False,26,26,9,Non-additive
549,False,5,3712,False,False,26,26,9,Non-additive
550,False,5,4828,False,False,26,26,9,Non-additive
551,False,5,3700,False,False,34,34,10,Non-additive
552,False,5,4826,False,False,26,26,9,(Not uniquely) additive
553,False,5,3470,False,False,34,34,10,Non-additive
554,False,5,3572,False,False,34,34,10,(Not uniquely) additive
555,False,5,4278,False,False,28,28,9,Non-additive
556,False,5,2978,False,False,36,36,10,Non-additive
557,False,5,3592,False,False,28,28,9,Non-additive
558,False,5,3050,False,False,42,42,11,Non-additive
559,False,5,3690,False,False,34,34,10,(Not uniquely) additive
560,False,5,3538,False,False,36,36,10,Non-additive
561,False,5,3690,False,False,34,34,10,(Not uniquely) additive
562,False,5,5450,False,False,26,26,9,(Not uniquely) additive
563,False,5,3680,False,False,32,32,10,Non-additive
564,False,5,3666,False,False,32,32,10,Non-additive
565,False,5,3434,False,False,32,32,10,Non-additive
566,False,5,3378,False,False,34,34,10,Non-additive
567,False,5,2916,False,False,36,36,10,Non-additive
568,False,5,4834,False,False,26,26,9,(Not uniquely) additive
569,False,5,3050,False,False,36,36,10,Non-additive
570,False,5,4154,False,False,26,26,9,(Not uniquely) additive
571,False,5,4178,False,False,26,26,9,(Not uniquely) additive
572,False,5,3854,False,False,26,26,9,Non-additive
573,False,5,5062,False,False,26,26,9,(Not uniquely) additive
574,False,5,3840,False,False,32,32,10,(Not uniquely) additive
575,False,5,4652,False,False,26,26,9,(Not uniquely) additive
576,False,5,4170,False,False,26,26,9,(Not uniquely) additive
577,False,5,5222,False,False,24,24,9,(Not uniquely) additive
578,False,5,3400,False,False,32,32,10,Non-additive
579,False,5,4410,False,False,24,24,9,(Not uniquely) additive
580,False,5,4190,False,False,26,26,9,(Not uniquely) additive
581,False,5,3702,False,False,26,26,9,Non-additive
582,False,5,4916,False,False,26,26,9,(Not uniquely) additive
583,False,5,4154,False,False,26,26,9,(Not uniquely) additive
584,False,5,3676,False,False,28,28,9,Non-additive
585,False,5,4976,False,False,18,18,8,(Not uniquely) additive
586,False,5,4518,False,False,28,28,9,(Not uniquely) additive
587,False,5,4810,False,False,26,26,9,(Not uniquely) additive
588,False,5,3702,False,False,36,36,10,(Not uniquely) additive
589,False,5,2612,False,False,48,48,11,Non-additive
590,False,5,3390,False,False,36,36,10,(Not uniquely) additive
591,False,5,5288,False,False,20,20,8,(Not uniquely) additive
592,False,5,3850,False,False,34,34,10,(Not uniquely) additive
593,False,5,3070,False,False,46,46,11,Uniquely additive
594,True,5,2300,True,True,60,60,12,Non-additive
595,False,5,2924,True,True,36,36,10,Non-additive
596,False,5,4334,False,False,26,26,9,(Not uniquely) additive
597,False,5,4178,False,False,26,26,9,(Not uniquely) additive
598,False,5,4022,False,False,26,26,9,(Not uniquely) additive
599,False,5,4330,False,False,26,26,9,(Not uniquely) additive
600,False,5,3260,False,False,34,34,10,Non-additive
601,False,5,3726,False,False,28,28,9,Non-additive
602,False,5,3900,False,False,28,28,9,(Not uniquely) additive
603,False,5,5138,False,False,18,18,8,(Not uniquely) additive
604,False,5,3798,False,False,26,26,9,Non-additive
605,False,5,6426,False,False,18,18,8,(Not uniquely) additive
606,False,5,6672,False,False,18,18,8,(Not uniquely) additive
607,False,5,4640,False,False,24,24,9,(Not uniquely) additive
608,False,5,3510,False,False,30,30,10,Non-additive
609,False,5,4320,False,False,24,24,9,(Not uniquely) additive
610,False,5,5936,False,False,18,18,8,(Not uniquely) additive
611,False,5,4038,False,False,24,24,9,Non-additive
612,False,5,4060,False,False,26,26,9,(Not uniquely) additive
613,False,5,5130,False,False,18,18,8,(Not uniquely) additive
614,False,5,4160,False,False,24,24,9,Non-additive
615,False,5,5310,False,False,18,18,8,(Not uniquely) additive
616,False,5,4976,False,False,18,18,8,(Not uniquely) additive
617,False,5,5022,False,False,20,20,8,(Not uniquely) additive
618,False,5,4874,False,False,20,20,8,(Not uniquely) additive
619,False,5,3466,False,False,28,28,9,Non-additive
620,False,5,4576,False,False,20,20,8,(Not uniquely) additive
621,False,5,4892,False,False,20,20,8,(Not uniquely) additive
622,False,5,4374,False,False,18,18,8,Non-additive
623,False,5,6272,False,False,12,12,7,(Not uniquely) additive
624,False,5,5736,False,False,40,40,11,(Not uniquely) additive
625,False,5,3480,False,False,48,48,12,Non-additive
626,False,5,4644,False,False,40,40,11,(Not uniquely) additive
627,False,5,5808,False,False,32,32,10,(Not uniquely) additive
628,False,5,5892,False,False,32,32,10,(Not uniquely) additive
629,False,5,3636,False,False,40,40,11,Non-additive
630,False,5,5078,False,False,40,40,11,(Not uniquely) additive
631,False,5,3280,False,False,48,48,12,Non-additive
632,False,5,4722,False,False,40,40,11,(Not uniquely) additive
633,False,5,5078,False,False,40,40,11,(Not uniquely) additive
634,False,5,3280,False,False,48,48,12,Non-additive
635,False,5,4292,False,False,40,40,11,(Not uniquely) additive
636,False,5,3862,False,False,40,40,11,Non-additive
637,False,5,5304,False,False,32,32,10,(Not uniquely) additive
638,False,5,4420,False,False,40,40,11,(Not uniquely) additive
639,False,5,3080,False,False,48,48,12,Non-additive
640,False,5,2880,False,False,48,48,12,Non-additive
641,False,5,2680,False,False,48,48,12,Non-additive
642,False,5,3762,False,False,40,40,11,Non-additive
643,False,5,3780,False,False,42,42,11,(Not uniquely) additive
644,False,5,3940,False,False,40,40,11,(Not uniquely) additive
645,False,5,4018,False,False,40,40,11,(Not uniquely) additive
646,False,5,3236,False,False,40,40,11,Non-additive
647,False,5,5142,False,False,32,32,10,(Not uniquely) additive
648,False,5,4576,False,False,32,32,10,(Not uniquely) additive
649,False,5,5298,False,False,32,32,10,(Not uniquely) additive
650,False,5,4800,False,False,32,32,10,(Not uniquely) additive
651,False,5,3792,False,False,32,32,10,Non-additive
652,False,5,6048,False,False,24,24,9,(Not uniquely) additive
653,False,5,5042,False,False,40,40,11,(Not uniquely) additive
654,False,5,3420,False,False,48,48,12,Non-additive
655,False,5,4398,False,False,40,40,11,(Not uniquely) additive
656,False,5,5376,False,False,32,32,10,(Not uniquely) additive
657,False,5,3578,False,False,40,40,11,Non-additive
658,False,5,3220,False,False,50,50,12,(Not uniquely) additive
659,False,5,2760,False,False,60,60,13,Non-additive
660,False,5,2160,False,False,72,72,14,Non-additive
661,False,5,2520,False,False,60,60,13,Non-additive
662,False,5,2640,False,False,60,60,13,Non-additive
663,False,5,3080,False,False,50,50,12,(Not uniquely) additive
664,False,5,3190,False,False,42,42,11,Non-additive
665,False,5,3120,False,False,48,48,12,Non-additive
666,False,5,3640,False,False,40,40,11,(Not uniquely) additive
667,False,5,3662,False,False,40,40,11,Non-additive
668,False,5,3882,False,False,32,32,10,Non-additive
669,False,5,5284,False,False,32,32,10,(Not uniquely) additive
670,False,5,4386,False,False,40,40,11,(Not uniquely) additive
671,False,5,3130,False,False,48,48,12,Non-additive
672,False,5,4564,False,False,40,40,11,(Not uniquely) additive
673,False,5,4546,False,False,40,40,11,(Not uniquely) additive
674,False,5,3200,False,False,48,48,12,Non-additive
675,False,5,4064,False,False,40,40,11,(Not uniquely) additive
676,False,5,3494,False,False,40,40,11,Non-additive
677,False,5,4928,False,False,32,32,10,(Not uniquely) additive
678,False,5,3680,False,False,40,40,11,(Not uniquely) additive
679,False,5,2880,False,False,48,48,12,Non-additive
680,False,5,2830,False,False,48,48,12,Non-additive
681,False,5,2680,False,False,48,48,12,Non-additive
682,False,5,3276,False,False,40,40,11,Non-additive
683,False,5,3440,False,False,42,42,11,(Not uniquely) additive
684,False,5,3520,False,False,40,40,11,(Not uniquely) additive
685,False,5,3824,False,False,40,40,11,(Not uniquely) additive
686,False,5,3032,False,False,40,40,11,Non-additive
687,False,5,3806,False,False,32,32,10,Non-additive
688,False,5,3562,False,False,32,32,10,Non-additive
689,False,5,4160,False,False,32,32,10,(Not uniquely) additive
690,False,5,3022,False,False,40,40,11,Non-additive
691,False,5,3904,False,False,32,32,10,Non-additive
692,False,5,3384,False,False,32,32,10,Non-additive
693,False,5,4266,False,False,24,24,9,Non-additive
694,False,5,5266,False,False,32,32,10,(Not uniquely) additive
695,False,5,3468,False,False,40,40,11,Non-additive
696,False,5,4334,False,False,34,34,10,(Not uniquely) additive
697,False,5,4316,False,False,34,34,10,(Not uniquely) additive
698,False,5,4000,False,False,34,34,10,(Not uniquely) additive
699,False,5,4382,False,False,32,32,10,(Not uniquely) additive
700,False,5,4640,False,False,32,32,10,(Not uniquely) additive
701,False,5,3300,False,False,40,40,11,Non-additive
702,False,5,4124,False,False,32,32,10,Non-additive
703,False,5,3242,False,False,40,40,11,Non-additive
704,False,5,2964,False,False,40,40,11,Non-additive
705,False,5,4032,False,False,34,34,10,(Not uniquely) additive
706,False,5,4158,False,False,32,32,10,(Not uniquely) additive
707,False,5,3542,False,False,32,32,10,Non-additive
708,False,5,3070,False,False,32,32,10,Non-additive
709,False,5,5526,False,False,24,24,9,(Not uniquely) additive
710,False,5,4406,False,False,40,40,11,(Not uniquely) additive
711,False,5,2980,False,False,48,48,12,Non-additive
712,False,5,3694,False,False,40,40,11,Non-additive
713,False,5,4050,False,False,40,40,11,(Not uniquely) additive
714,False,5,2980,False,False,48,48,12,Non-additive
715,False,5,2680,False,False,48,48,12,Non-additive
716,False,5,3376,False,False,42,42,11,Non-additive
717,False,5,3550,False,False,42,42,11,(Not uniquely) additive
718,False,5,3378,False,False,40,40,11,Non-additive
719,False,5,4718,False,False,32,32,10,(Not uniquely) additive
720,False,5,3636,False,False,40,40,11,Non-additive
721,False,5,4892,False,False,32,32,10,(Not uniquely) additive
722,False,5,4086,False,False,40,40,11,Non-additive
723,False,5,2840,False,False,48,48,12,Non-additive
724,False,5,4050,False,False,40,40,11,(Not uniquely) additive
725,False,5,2980,False,False,48,48,12,Non-additive
726,False,5,4020,False,False,42,42,11,(Not uniquely) additive
727,False,5,3536,False,False,40,40,11,Non-additive
728,False,5,3080,False,False,42,42,11,Non-additive
729,False,5,3624,False,False,40,40,11,Non-additive
730,False,5,3730,False,False,40,40,11,(Not uniquely) additive
731,False,5,3168,False,False,40,40,11,Non-additive
732,False,5,4626,False,False,32,32,10,(Not uniquely) additive
733,False,5,4238,False,False,32,32,10,(Not uniquely) additive
734,False,5,4408,False,False,32,32,10,Non-additive
735,False,5,3410,False,False,40,40,11,Non-additive
736,False,5,2958,False,False,40,40,11,Non-additive
737,False,5,4484,False,False,32,32,10,(Not uniquely) additive
738,False,5,4534,False,False,32,32,10,(Not uniquely) additive
739,False,5,3758,False,False,32,32,10,Non-additive
740,False,5,4480,False,False,32,32,10,(Not uniquely) additive
741,False,5,3656,False,False,32,32,10,Non-additive
742,False,5,5454,False,False,24,24,9,(Not uniquely) additive
743,False,5,3242,False,False,40,40,11,Non-additive
744,False,5,3622,False,False,32,32,10,Non-additive
745,False,5,3062,False,False,42,42,11,Non-additive
746,False,5,4166,False,False,32,32,10,(Not uniquely) additive
747,False,5,5538,False,False,30,30,10,(Not uniquely) additive
748,False,5,3640,False,False,36,36,11,Non-additive
749,False,5,3680,False,False,40,40,11,(Not uniquely) additive
750,False,5,2880,False,False,48,48,12,Non-additive
751,False,5,2780,False,False,48,48,12,Non-additive
752,False,5,2680,True,True,48,48,12,Non-additive
753,False,5,2958,False,False,42,42,11,Non-additive
754,False,5,3310,False,False,40,40,11,Non-additive
755,False,5,3320,False,False,42,42,11,(Not uniquely) additive
756,False,5,3490,False,False,36,36,11,Non-additive
757,False,5,2580,True,True,48,48,12,Non-additive
758,False,5,3560,False,False,36,36,11,Non-additive
759,False,5,3240,False,False,36,36,11,Non-additive
760,False,5,3190,False,False,36,36,11,Non-additive
761,False,5,3040,False,False,36,36,11,Non-additive
762,False,5,4846,False,False,30,30,10,(Not uniquely) additive
763,False,5,2926,False,False,40,40,11,Non-additive
764,False,5,4456,False,False,30,30,10,Non-additive
765,False,5,5006,False,False,30,30,10,(Not uniquely) additive
766,False,5,2634,False,False,44,44,11,Non-additive
767,False,5,4458,False,False,30,30,10,(Not uniquely) additive
768,False,5,4140,False,False,30,30,10,(Not uniquely) additive
769,False,5,3736,False,False,30,30,10,Non-additive
770,False,5,3318,False,False,30,30,10,Non-additive
771,False,5,4732,False,False,30,30,10,(Not uniquely) additive
772,False,5,3520,False,False,40,40,11,(Not uniquely) additive
773,False,5,3630,False,False,40,40,11,(Not uniquely) additive
774,False,5,3100,False,False,40,40,11,Non-additive
775,False,5,4220,False,False,32,32,10,(Not uniquely) additive
776,False,5,4110,False,False,32,32,10,(Not uniquely) additive
777,False,5,3900,False,False,32,32,10,(Not uniquely) additive
778,False,5,5004,False,False,30,30,10,(Not uniquely) additive
779,False,5,4504,False,False,30,30,10,(Not uniquely) additive
780,False,5,3934,False,False,30,30,10,Non-additive
781,False,5,3960,False,False,30,30,10,(Not uniquely) additive
782,False,5,4264,False,False,30,30,10,(Not uniquely) additive
783,False,5,3874,False,False,30,30,10,(Not uniquely) additive
784,False,5,3414,False,False,30,30,10,Non-additive
785,False,5,3472,False,False,30,30,10,Non-additive
786,False,5,3686,False,False,32,32,10,Non-additive
787,False,5,4042,False,False,32,32,10,(Not uniquely) additive
788,False,5,3594,False,False,34,34,10,(Not uniquely) additive
789,False,5,3100,False,False,34,34,10,Non-additive
790,False,5,4856,False,False,22,22,9,(Not uniquely) additive
791,False,5,4592,False,False,22,22,9,(Not uniquely) additive
792,False,5,5250,False,False,22,22,9,(Not uniquely) additive
793,False,5,6066,False,False,22,22,9,(Not uniquely) additive
794,False,5,5824,False,False,24,24,9,(Not uniquely) additive
795,False,5,4160,False,False,32,32,10,(Not uniquely) additive
796,False,5,3520,False,False,32,32,10,Non-additive
797,False,5,5504,False,False,24,24,9,(Not uniquely) additive
798,False,5,4860,False,False,24,24,9,(Not uniquely) additive
799,False,5,5448,False,False,24,24,9,(Not uniquely) additive
800,False,5,4680,False,False,24,24,9,(Not uniquely) additive
